Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
332,0,0,0,0,0.000000,-0.000000,0.000000,68.037985,-1.444619,-143.122886,0,0,0,-15.452615,4.594908,83.072624,-38.251590,-9.430917,35.436941,43.243510,9.120053,0.000000,0,0,0,0.008616,20.436986,-74.640037,24.932457,40.882307,-62.847111,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.393114,0.779316,-0.000000,0,0,0,-15.452615,4.594908,83.072624,-25.170773,12.055410,173.103511,11.141207,11.744540,-0.000000,0,0,0,0,0,0,-8.298737,42.275450,155.656352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0.000000,-0.000000,0.000000,68.016488,-1.460745,0.000000,0,0,0,-15.557029,4.741810,83.352163,-38.933268,-9.746696,36.950232,40.870362,9.068748,0.000000,0,0,0,0.045184,20.488852,-74.450727,24.924552,40.931028,-62.814836,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.468908,0.784998,-0.000000,0,0,0,-15.557029,4.741810,83.352163,-24.851510,11.987409,172.464575,11.241165,11.807243,-0.000000,0,0,0,0,0,0,-8.125900,42.228056,155.325881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0.000000,-0.000000,0.000000,67.999266,-1.478417,0.000000,0,0,0,-15.671794,4.882501,83.613686,-39.546343,-10.064875,38.322329,38.499884,8.711410,0.000000,0,0,0,0.066175,20.540773,-74.265752,24.908563,40.985500,-62.783940,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.534827,0.793178,-0.000000,0,0,0,-15.671794,4.882501,83.613686,-24.537562,11.930667,171.793507,11.351106,11.884945,-0.000000,0,0,0,0,0,0,-7.961002,42.188986,155.001097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0.000000,-0.000000,0.000000,67.981337,-1.493184,0.000000,0,0,0,-15.790403,5.018965,83.864338,-40.093591,-10.372455,39.576500,36.149384,8.092553,0.000000,0,0,0,0.072921,20.592682,-74.092416,24.883246,41.035396,-62.745886,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.594365,0.799315,-0.000000,0,0,0,-15.790403,5.018965,83.864338,-24.230295,11.882893,171.082085,11.471895,11.983949,-0.000000,0,0,0,0,0,0,-7.803103,42.159462,154.686684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0.000000,-0.000000,0.000000,67.969293,-1.508417,0.000000,0,0,0,-15.919277,5.152025,84.097075,-40.576554,-10.663003,40.714808,33.832072,7.246045,0.000000,0,0,0,0.065367,20.644439,-73.932550,24.854636,41.088895,-62.716481,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.645512,0.805402,12.996697,0,0,0,-15.919277,5.152025,84.097075,-23.929367,11.842464,170.328859,11.603610,12.102699,-0.000000,0,0,0,0,0,0,-7.654860,42.136208,154.390801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0.000000,-0.000000,0.000000,67.953406,-1.522518,38.827026,0,0,0,-16.048613,5.274094,84.311896,-40.996681,-10.933781,41.760477,31.558886,6.213048,0.000000,0,0,0,0.043153,20.694674,-73.786746,24.822229,41.139250,-62.692183,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.688914,0.809760,-0.000000,0,0,0,-16.048613,5.274094,84.311896,-23.633890,11.811599,169.526936,11.747030,12.246830,-0.000000,0,0,0,0,0,0,-7.513262,42.123495,154.106540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0.000000,-0.000000,0.000000,67.940605,-1.534942,-141.192717,0,0,0,-16.181758,5.397439,84.505225,-41.359235,-11.174470,42.720812,29.334331,5.036993,0.000000,0,0,0,0.007563,20.744094,-73.657703,24.782596,41.186840,-62.663376,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.724891,0.814280,159.905037,0,0,0,-16.181758,5.397439,84.505225,-23.344461,11.786502,168.683154,11.902932,12.415354,-0.000000,0,0,0,0,0,0,-7.375835,42.123528,153.832458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0.000000,-0.000000,0.000000,67.930257,-1.545234,115.994538,0,0,0,-16.321665,5.512153,84.680759,-41.670351,-11.376697,43.609955,27.164344,3.761962,0.000000,0,0,0,-0.040797,20.792245,-73.548323,24.743186,41.233849,-62.648665,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.756333,0.818535,-0.000000,0,0,0,-16.321665,5.512153,84.680759,-23.061390,11.764955,167.800993,12.071539,12.614904,-0.000000,0,0,0,0,0,0,-7.247772,42.129074,153.573744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0.000000,-0.000000,0.000000,67.925176,-1.554932,0.000000,0,0,0,-16.458554,5.620593,84.834899,-41.934822,-11.538704,44.443288,25.055291,2.426061,0.000000,0,0,0,-0.101585,20.838827,-73.457229,24.700673,41.279196,-62.634233,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.780394,0.821352,-85.046926,0,0,0,-16.458554,5.620593,84.834899,-22.783245,11.748602,166.889536,12.253385,12.841948,-0.000000,0,0,0,0,0,0,-7.123916,42.144952,153.332368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0.000000,-0.000000,0.000000,67.916745,-1.562161,-146.670187,0,0,0,-16.595476,5.725799,84.964134,-42.157623,-11.659813,45.231706,23.014226,1.065104,0.000000,0,0,0,-0.174472,20.883369,-73.381200,24.655585,41.316330,-62.623354,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.800336,0.824768,-0.000000,0,0,0,-16.595476,5.725799,84.964134,-22.508412,11.736088,165.955379,12.447235,13.093884,-0.000000,0,0,0,0,0,0,-7.006882,42.170150,153.106391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0.000000,-0.000000,0.000000,67.911609,-1.567655,38.826347,0,0,0,-16.729295,5.828273,85.071972,-42.346748,-11.737310,45.983049,21.054473,-0.293349,0.000000,0,0,0,-0.257278,20.926620,-73.323918,24.610881,41.350989,-62.618311,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.813765,0.825986,-82.785928,0,0,0,-16.729295,5.828273,85.071972,-22.237132,11.725370,165.013643,12.653044,13.371528,-0.000000,0,0,0,0,0,0,-6.895061,42.202281,152.899885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0.000000,-0.000000,0.000000,67.910945,-1.573069,0.000000,0,0,0,-16.859858,5.926531,85.158439,-42.507743,-11.774407,46.715170,19.184417,-1.612555,0.000000,0,0,0,-0.351413,20.967946,-73.278207,24.568539,41.385531,-62.623707,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.822490,0.827179,23.726752,0,0,0,-16.859858,5.926531,85.158439,-21.967897,11.718355,164.067357,12.869673,13.674030,-0.000000,0,0,0,0,0,0,-6.789951,42.238479,152.713105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0.000000,-0.000000,0.000000,67.910539,-1.576825,116.921745,0,0,0,-16.987032,6.023496,85.216385,-42.646697,-11.769199,47.421255,17.419668,-2.876903,0.000000,0,0,0,-0.453234,21.007832,-73.247034,24.524640,41.411420,-62.627466,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.828541,0.827906,-167.180581,0,0,0,-16.987032,6.023496,85.216385,-21.699158,11.709650,163.134195,13.095164,13.997197,-0.000000,0,0,0,0,0,0,-6.688019,42.285565,152.538178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0.000000,-0.000000,0.000000,67.911883,-1.578570,84.012699,0,0,0,-17.114057,6.112344,85.256521,-42.765994,-11.734721,48.118373,15.775318,-4.065909,0.000000,0,0,0,-0.564360,21.045867,-73.220310,24.481515,41.430803,-62.635877,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.829321,0.826788,-167.240070,0,0,0,-17.114057,6.112344,85.256521,-21.428162,11.704009,162.213377,13.327281,14.334476,-0.000000,0,0,0,0,0,0,-6.591627,42.335901,152.392797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0.000000,-0.000000,0.000000,67.922248,-1.581163,-62.609429,0,0,0,-17.237732,6.207793,85.268045,-42.870633,-11.668249,48.803879,14.267229,-5.168074,0.000000,0,0,0,-0.681607,21.082545,-73.201019,24.436839,41.447514,-62.643168,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.827526,0.826547,97.222572,0,0,0,-17.237732,6.207793,85.268045,-21.154571,11.694428,161.316554,13.563908,14.685326,-0.000000,0,0,0,0,0,0,-6.501782,42.391131,152.259488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0.000000,-0.000000,0.000000,67.933961,-1.581102,-62.366364,0,0,0,-17.354724,6.289680,85.268865,-42.960837,-11.578613,49.473186,12.908189,-6.176390,0.000000,0,0,0,-0.804498,21.117617,-73.182716,24.391065,41.459856,-62.652305,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.821961,0.825739,-137.648497,0,0,0,-17.354724,6.289680,85.268865,-20.875194,11.681132,160.446907,13.802365,15.045591,-0.000000,0,0,0,0,0,0,-6.415409,42.451873,152.147803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0.000000,-0.000000,0.000000,67.948400,-1.581936,149.614726,0,0,0,-17.464891,6.376313,85.248240,-43.036974,-11.470176,50.117095,11.707170,-7.085198,0.000000,0,0,0,-0.932084,21.151029,-73.161831,24.347653,41.465551,-62.664736,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.813352,0.823729,1.580498,0,0,0,-17.464891,6.376313,85.248240,-20.587673,11.665982,159.600197,14.038995,15.405046,-0.000000,0,0,0,0,0,0,-6.336891,42.513318,152.060016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0.000000,-0.000000,0.000000,67.970694,-1.582346,0.000000,0,0,0,-17.578178,6.459638,85.209670,-43.096286,-11.346169,50.732852,10.671883,-7.895136,0.000000,0,0,0,-1.062059,21.182496,-73.135836,24.299018,41.468552,-62.671115,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.800786,0.821132,169.143246,0,0,0,-17.578178,6.459638,85.209670,-20.290142,11.640820,158.779669,14.271457,15.766545,-0.000000,0,0,0,0,0,0,-6.265241,42.575111,151.990812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0.000000,-0.000000,0.000000,67.996735,-1.582228,33.789394,0,0,0,-17.684433,6.546315,85.146052,-43.136984,-11.206263,51.302653,9.801497,-8.605871,0.000000,0,0,0,-1.193369,21.211914,-73.102640,24.248228,41.465362,-62.673905,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.786490,0.819410,-82.862601,0,0,0,-17.684433,6.546315,85.146052,-19.981313,11.605889,157.977631,14.496936,16.127440,-0.000000,0,0,0,0,0,0,-6.198096,42.641609,151.937321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0.000000,-0.000000,0.000000,68.025682,-1.582875,0.000000,0,0,0,-17.794019,6.626633,85.078736,-43.152677,-11.055548,51.811919,9.092479,-9.224313,0.000000,0,0,0,-1.323891,21.238770,-73.058327,24.192603,41.454507,-62.670352,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.768291,0.816580,1.501282,0,0,0,-17.794019,6.626633,85.078736,-19.657839,11.559522,157.188343,14.713299,16.478161,-0.000000,0,0,0,0,0,0,-6.139515,42.708885,151.910315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0.000000,-0.000000,0.000000,68.062375,-1.582945,-140.324274,0,0,0,-17.906929,6.697117,85.007716,-43.139943,-10.885922,52.242880,8.533755,-9.753085,0.000000,0,0,0,-1.451677,21.262640,-73.003595,24.131915,41.443953,-62.662799,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.748805,0.812591,-0.000000,0,0,0,-17.906929,6.697117,85.007716,-19.320010,11.496864,156.401563,14.918099,16.823321,-0.000000,0,0,0,0,0,0,-6.093552,42.768248,151.908951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0.000000,-0.000000,0.000000,68.100150,-1.584148,37.858644,0,0,0,-18.012954,6.771562,84.915121,-43.091356,-10.699852,52.571457,8.115265,-10.206175,0.000000,0,0,0,-1.574438,21.282846,-72.936213,24.065690,41.427465,-62.653712,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.726702,0.811604,98.981771,0,0,0,-18.012954,6.771562,84.915121,-18.965881,11.415077,155.607144,15.110645,17.159258,-0.000000,0,0,0,0,0,0,-6.056373,42.830238,151.922886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0.000000,-0.000000,0.000000,68.140597,-1.585969,0.000000,0,0,0,-18.132399,6.842962,84.825875,-43.002377,-10.487868,52.780605,7.818893,-10.586879,0.000000,0,0,0,-1.690501,21.298158,-72.857189,23.990817,41.404698,-62.632805,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.702002,0.808997,151.168985,0,0,0,-18.132399,6.842962,84.825875,-18.595034,11.312074,154.791138,15.289249,17.489337,-0.000000,0,0,0,0,0,0,-6.034119,42.886636,151.965395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0.000000,-0.000000,0.000000,68.188248,-1.588187,0.000000,0,0,0,-18.255548,6.910840,84.732759,-42.867734,-10.247270,52.850538,7.629060,-10.907596,0.000000,0,0,0,-1.797526,21.308390,-72.767207,23.908164,41.380201,-62.607056,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.676474,0.807455,-84.082985,0,0,0,-18.255548,6.910840,84.732759,-18.208638,11.184158,153.942390,15.454848,17.816127,-0.000000,0,0,0,0,0,0,-6.024549,42.941859,152.024931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0.000000,-0.000000,0.000000,68.237629,-1.590108,0.000000,0,0,0,-18.381867,6.973014,84.632316,-42.683217,-9.971838,52.760930,7.528838,-11.176176,0.000000,0,0,0,-1.893542,21.312193,-72.667393,23.815061,41.348725,-62.569910,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.647682,0.805497,97.670562,0,0,0,-18.381867,6.973014,84.632316,-17.807771,11.028811,153.047331,15.608665,18.144750,-0.000000,0,0,0,0,0,0,-6.032173,42.992340,152.118082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0.000000,-0.000000,0.000000,68.289041,-1.594188,-60.372560,0,0,0,-18.525737,7.030619,84.549341,-42.445775,-9.657640,52.489292,7.497562,-11.403169,0.000000,0,0,0,-1.977794,21.308348,-72.557883,23.714191,41.314395,-62.529133,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.617341,0.805062,-0.000000,0,0,0,-18.525737,7.030619,84.549341,-17.393622,10.846944,152.098114,15.755524,18.474060,-0.000000,0,0,0,0,0,0,-6.059920,43.036307,152.235182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0.000000,-0.000000,0.000000,68.340821,-1.596519,46.865568,0,0,0,-18.676847,7.083955,84.462365,-42.155067,-9.298388,52.026598,7.524215,-11.599482,0.000000,0,0,0,-2.047139,21.296449,-72.445172,23.605507,41.276724,-62.486294,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.585715,0.806355,150.109010,0,0,0,-18.676847,7.083955,84.462365,-16.970535,10.634543,151.090771,15.899562,18.814924,-0.000000,0,0,0,0,0,0,-6.109026,43.074443,152.377267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0.000000,-0.000000,0.000000,68.395179,-1.599824,0.000000,0,0,0,-18.848513,7.131337,84.392933,-41.812677,-8.886978,51.358000,7.591916,-11.768548,0.000000,0,0,0,-2.099992,21.275895,-72.333839,23.485096,41.231343,-62.429375,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.551115,0.807513,-140.566395,0,0,0,-18.848513,7.131337,84.392933,-16.542974,10.390244,150.025591,16.048458,19.173235,-0.000000,0,0,0,0,0,0,-6.180539,43.107694,152.551894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0.000000,-0.000000,0.000000,68.444145,-1.603386,0.000000,0,0,0,-19.032045,7.172191,84.344372,-41.419968,-8.425845,50.477089,7.685717,-11.919169,0.000000,0,0,0,-2.135811,21.245629,-72.225667,23.358511,41.177777,-62.368646,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.513928,0.810677,-85.524457,0,0,0,-19.032045,7.172191,84.344372,-16.115963,10.114796,148.910515,16.213587,19.553994,-0.000000,0,0,0,0,0,0,-6.275135,43.138334,152.751437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0.000000,-0.000000,0.000000,68.495487,-1.608170,0.000000,0,0,0,-19.233467,7.203288,84.309614,-40.982498,-7.907630,49.383329,7.791783,-12.055710,0.000000,0,0,0,-2.152212,21.205795,-72.129055,23.226701,41.123716,-62.309613,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.472018,0.813753,74.466537,0,0,0,-19.233467,7.203288,84.309614,-15.696953,9.804480,147.756544,16.403671,19.970501,-0.000000,0,0,0,0,0,0,-6.399008,43.157223,152.986715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0.000000,-0.000000,0.000000,68.543804,-1.612576,49.106576,0,0,0,-19.459866,7.233498,84.299360,-40.504099,-7.342904,48.081562,7.904988,-12.186748,0.000000,0,0,0,-2.149410,21.155996,-72.046319,23.087360,41.059228,-62.241546,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.425077,0.819499,-86.189187,0,0,0,-19.459866,7.233498,84.299360,-15.292957,9.463610,146.583655,16.634385,20.428304,-0.000000,0,0,0,0,0,0,-6.549215,43.172150,153.249356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0.000000,-0.000000,0.000000,68.585994,-1.617103,0.000000,0,0,0,-19.701943,7.249316,84.324488,-39.993306,-6.723651,46.586046,8.010124,-12.308418,0.000000,0,0,0,-2.125116,21.096807,-71.987277,22.946785,40.988112,-62.169930,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.372711,0.825407,-82.367101,0,0,0,-19.701943,7.249316,84.324488,-14.912561,9.089775,145.421783,16.922007,20.930330,-0.000000,0,0,0,0,0,0,-6.726310,43.181354,153.542169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0.000000,-0.000000,0.000000,68.623710,-1.621320,0.000000,0,0,0,-19.966465,7.257195,84.370485,-39.455298,-6.063397,44.922948,8.105544,-12.427736,0.000000,0,0,0,-2.080310,21.028277,-71.954410,22.803820,40.909814,-62.097822,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.313583,0.832415,103.837170,0,0,0,-19.966465,7.257195,84.370485,-14.564747,8.686009,144.289815,17.279614,21.490743,-0.000000,0,0,0,0,0,0,-6.933023,43.183454,153.861847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0.000000,-0.000000,0.000000,68.651969,-1.626594,0.000000,0,0,0,-20.260258,7.257083,84.462851,-38.898265,-5.365508,43.112191,8.186150,-12.546183,0.000000,0,0,0,-2.013733,20.951739,-71.956224,22.662903,40.820796,-62.025249,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.248481,0.840665,-87.185264,0,0,0,-20.260258,7.257083,84.462851,-14.259008,8.252902,143.230982,17.728476,22.108441,-0.000000,0,0,0,0,0,0,-7.167792,43.178880,154.211623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0.000000,-0.000000,0.000000,68.676186,-1.630844,70.268889,0,0,0,-20.577236,7.243388,84.590820,-38.328362,-4.639873,41.190801,8.250774,-12.661550,0.000000,0,0,0,-1.927373,20.867086,-71.993644,22.527431,40.725823,-61.956896,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.173233,0.848380,-22.559910,0,0,0,-20.577236,7.243388,84.590820,-14.004234,7.795377,142.260297,18.282661,22.789762,-0.000000,0,0,0,0,0,0,-7.429216,43.166986,154.585478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0.000000,-0.000000,0.000000,68.696690,-1.635407,41.495527,0,0,0,-20.914263,7.219465,84.769295,-37.752291,-3.893382,39.201031,8.305936,-12.775279,0.000000,0,0,0,-1.819859,20.776625,-72.075056,22.396631,40.622387,-61.887083,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.089512,0.856166,-0.000000,0,0,0,-20.914263,7.219465,84.769295,-13.810301,7.310483,141.411548,18.958907,23.538002,-0.000000,0,0,0,0,0,0,-7.715658,43.148338,154.976796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0.000000,-0.000000,0.000000,68.706235,-1.639510,-128.114505,0,0,0,-21.274934,7.177180,84.991257,-37.175113,-3.135445,37.180587,8.356584,-12.885620,0.000000,0,0,0,-1.693307,20.680590,-72.201142,22.277260,40.511195,-61.829408,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.995932,0.864979,-0.000000,0,0,0,-21.274934,7.177180,84.991257,-13.685214,6.805933,140.695056,19.771353,24.352326,-0.000000,0,0,0,0,0,0,-8.028146,43.119678,155.389516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0.000000,-0.000000,0.000000,68.708721,-1.645434,0.000000,0,0,0,-21.652745,7.128535,85.268221,-36.601409,-2.372211,35.165261,8.405954,-12.996733,0.000000,0,0,0,-1.547538,20.580686,-72.377540,22.170427,40.388962,-61.775151,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.893537,0.872502,85.695464,0,0,0,-21.652745,7.128535,85.268221,-13.636898,6.282125,140.122099,20.731014,25.231438,-0.000000,0,0,0,0,0,0,-8.358799,43.088029,155.809864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0.000000,-0.000000,0.000000,68.703493,-1.650731,0.000000,0,0,0,-22.054236,7.060638,85.597042,-36.033444,-1.616205,33.187827,8.462939,-13.114432,0.000000,0,0,0,-1.384974,20.478568,-72.603164,22.079427,40.260102,-61.732005,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.779945,0.879684,-4.037492,0,0,0,-22.054236,7.060638,85.597042,-13.672080,5.741902,139.702986,21.850810,26.169344,-0.000000,0,0,0,0,0,0,-8.708049,43.048636,156.236765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0.000000,-0.000000,0.000000,68.694847,-1.654873,0.000000,0,0,0,-22.472727,6.978257,85.978438,-35.474403,-0.866971,31.277182,8.527261,-13.233039,0.000000,0,0,0,-1.206836,20.375715,-72.879702,22.002158,40.125237,-61.695003,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.656307,0.885514,-0.000000,0,0,0,-22.472727,6.978257,85.978438,-13.796546,5.189545,139.429390,23.136497,27.158877,-0.000000,0,0,0,0,0,0,-9.070417,43.001415,156.663947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0.000000,-0.000000,0.000000,68.683458,-1.659666,-156.755343,0,0,0,-22.907828,6.877272,86.420577,-34.924075,-0.133785,29.445717,8.600712,-13.362711,0.000000,0,0,0,-1.015083,20.273269,-73.205773,21.947724,39.985916,-61.676128,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.521198,0.889160,-170.777305,0,0,0,-22.907828,6.877272,86.420577,-14.013748,4.628481,139.299833,24.595250,28.187066,-0.000000,0,0,0,0,0,0,-9.442783,42.946255,157.097477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0.000000,-0.000000,0.000000,68.669223,-1.663814,117.511149,0,0,0,-23.349904,6.763349,86.920594,-34.383851,0.578743,27.707245,8.679847,-13.504481,0.000000,0,0,0,-0.812929,20.173541,-73.576080,21.911639,39.844457,-61.670377,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.378485,0.892641,103.414028,0,0,0,-23.349904,6.763349,86.920594,-14.326342,4.067626,139.304550,26.233252,29.230905,-0.000000,0,0,0,0,0,0,-9.820111,42.884748,157.514082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0.000000,-0.000000,0.000000,68.657281,-1.668207,0.000000,0,0,0,-23.794941,6.629559,87.475720,-33.853084,1.268543,26.066911,8.764106,-13.660829,0.000000,0,0,0,-0.601615,20.077544,-73.990566,21.895074,39.699955,-61.674855,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,37.226167,0.893646,-77.102822,0,0,0,-23.794941,6.629559,87.475720,-14.733975,3.509569,139.450137,28.055863,30.263315,-0.000000,0,0,0,0,0,0,-10.195865,42.820998,157.913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
